Jurkat_T_cell	Memory_T_cell	Naive_T_cell	Th17_T_cell
chr1_24807462_24807962	0	0	0	0
chr1_24808396_24808896	0	0	0	0
chr1_24809769_24810269	0	0	0	0
chr1_24812682_24813182	0	0	0	0
chr1_24828687_24829187	0	0	1	0
chr1_24833791_24834291	0	0	0	0
chr1_24853598_24854098	0	0	0	0
chr1_24861391_24861891	0	0	1	0
chr1_24862962_24863462	0	0	1	1
chr1_24913608_24914108	0	0	1	0
chr1_24961576_24962076	0	0	0	0
chr1_24969285_24969785	1	1	1	1
chr1_25014977_25015477	0	0	0	0
chr1_25071400_25071900	1	1	1	1
chr1_25157096_25157596	0	0	0	0
chr1_25174402_25174902	1	0	1	0
chr1_25237558_25238058	0	0	1	1
chr1_25251522_25252022	0	1	1	1
chr1_25256655_25257155	0	0	1	0
chr1_25291328_25291828	0	0	1	1
chr1_25323964_25324464	1	0	0	0
chr1_25349016_25349516	1	0	1	1
chr1_25358627_25359127	0	1	1	1
chr1_25421986_25422486	0	0	0	0
chr1_25436003_25436503	0	0	0	0
chr1_25466768_25467268	0	0	0	1
chr1_25531279_25531779	0	0	0	0
chr1_25558891_25559391	1	0	1	1
chr1_25559527_25560027	0	0	0	0
chr1_25566111_25566611	1	1	1	0
chr1_25573840_25574340	1	0	1	1
chr1_25594253_25594753	0	0	1	0
chr1_25664577_25665077	0	0	1	0
chr1_25756501_25757001	1	0	1	0
chr1_25757004_25757504	1	1	1	1
chr1_25830233_25830733	0	0	0	0
chr1_25833395_25833895	0	0	0	0
chr1_25846873_25847373	0	0	0	0
chr1_25876055_25876555	0	1	0	0
chr1_25888125_25888625	0	0	0	0
chr1_25888884_25889384	0	0	1	0
chr1_25899177_25899677	0	0	0	0
chr1_25935007_25935507	0	0	1	1
chr1_25942856_25943356	0	0	0	0
chr1_25945494_25945994	0	0	0	0
chr1_25948991_25949491	0	0	0	0
chr1_25955494_25955994	0	0	0	0
chr1_25969099_25969599	0	0	1	0
chr1_26002373_26002873	1	0	0	0
chr1_26049232_26049732	0	0	0	0
chr1_26081249_26081749	0	0	0	0
chr1_26101311_26101811	1	0	1	1
chr1_26101890_26102390	0	0	0	0
chr1_26123002_26123502	0	0	1	0
chr1_26137269_26137769	0	0	0	0
chr1_26146183_26146683	1	0	1	1
chr1_26147063_26147563	0	0	0	0
chr1_26185780_26186280	0	0	1	0
chr1_26221813_26222313	0	0	1	0
chr1_26231592_26232092	1	0	0	0
chr1_26232751_26233251	0	0	0	0
chr1_26244478_26244978	0	0	0	0
chr1_26248935_26249435	0	0	0	0
chr1_26254054_26254554	0	0	0	0
chr1_26297644_26298144	1	0	0	0
chr1_26324452_26324952	1	1	1	1
chr1_26343565_26344065	0	0	0	0
chr1_26361725_26362225	1	0	1	0
chr1_26362362_26362862	0	0	1	0
chr1_26431344_26431844	0	0	0	0
chr1_26437371_26437871	0	0	0	0
chr1_26437983_26438483	0	0	1	1
chr1_26452828_26453328	0	0	1	1
chr1_26471542_26472042	0	0	0	0
chr1_26483168_26483668	0	0	0	0
chr1_26496120_26496620	0	0	0	0
chr1_26527698_26528198	0	1	0	0
chr1_26560445_26560945	1	0	1	1
chr1_26601984_26602484	0	0	0	0
chr1_26606257_26606757	0	0	0	0
chr1_26607248_26607748	0	0	0	1
chr1_26611117_26611617	0	0	1	0
chr1_26613800_26614300	0	0	0	0
chr1_26632953_26633453	1	0	1	1
chr1_26633779_26634279	0	0	1	0
chr1_26641713_26642213	0	0	0	0
chr1_26644112_26644612	0	0	0	0
chr1_26647887_26648387	1	0	1	0
chr1_26662811_26663311	0	0	1	1
chr1_26677485_26677985	0	0	0	0
chr1_26685320_26685820	1	0	1	0
chr1_26690204_26690704	0	0	1	0
chr1_26699744_26700244	0	0	0	0
chr1_26704648_26705148	1	0	1	1
chr1_26717887_26718387	0	0	0	0
chr1_26722709_26723209	0	0	0	0
chr1_26734969_26735469	0	0	0	0
chr1_26743437_26743937	0	0	0	0
chr1_26758500_26759000	1	0	1	1
chr1_26798662_26799162	0	0	0	0
chr1_26799311_26799811	0	0	1	0
chr1_26826966_26827466	0	0	1	0
chr1_26856021_26856521	0	0	0	0
chr1_26868279_26868779	0	0	1	0
chr1_26872028_26872528	0	0	1	0
chr1_26946937_26947437	1	0	1	0
chr1_26947740_26948240	1	0	1	0
chr1_27003899_27004399	0	0	0	0
chr1_27018716_27019216	1	0	1	0
chr1_27019356_27019856	1	0	1	0
chr1_27021898_27022398	0	0	1	0
chr1_27024571_27025071	0	0	0	0
chr1_27048242_27048742	0	0	0	0
chr1_27049910_27050410	1	0	1	0
chr1_27070474_27070974	1	0	1	1
chr1_27114257_27114757	1	0	1	0
chr1_27115588_27116088	0	0	1	0
chr1_27136450_27136950	0	0	0	0
chr1_27147263_27147763	0	0	0	0
chr1_27152914_27153414	0	0	0	0
chr1_27160014_27160514	1	1	1	1
chr1_27179511_27180011	0	0	0	0
chr1_27191223_27191723	1	0	1	1
chr1_27192132_27192632	0	0	0	0
chr1_27204401_27204901	0	0	0	0
chr1_27213573_27214073	0	0	0	0
chr1_27216654_27217154	1	0	1	0
chr1_27226569_27227069	1	0	1	0
chr1_27247737_27248237	1	1	1	0
chr1_27286739_27287239	0	0	0	0
chr1_27293290_27293790	0	0	0	0
chr1_27319900_27320400	0	0	0	0
chr1_27324079_27324579	1	0	0	0
chr1_27328212_27328712	0	0	1	0
chr1_27339215_27339715	0	0	0	0
chr1_27370965_27371465	0	0	0	0
chr1_27394029_27394529	0	0	0	0
chr1_27423809_27424309	0	0	0	0
chr1_27438504_27439004	0	0	0	0
chr1_27448666_27449166	0	0	0	1
chr1_27459047_27459547	0	0	0	0
chr1_27463615_27464115	0	0	1	0
chr1_27481592_27482092	0	0	1	0
chr1_27488112_27488612	0	0	1	0
chr1_27524329_27524829	0	0	0	0
chr1_27560721_27561221	1	1	1	1
chr1_27561800_27562300	0	0	0	0
chr1_27585019_27585519	0	0	0	0
chr1_27611099_27611599	0	0	0	0
chr1_27627213_27627713	0	0	0	0
chr1_27648466_27648966	1	1	1	1
chr1_27659203_27659703	0	0	0	0
chr1_27668167_27668667	0	0	0	0
chr1_27669748_27670248	0	0	0	0
chr1_27683914_27684414	0	0	1	0
chr1_27692175_27692675	1	0	0	0
chr1_27714844_27715344	0	0	0	0
chr1_27718732_27719232	1	0	1	0
chr1_27742899_27743399	0	0	0	0
chr1_27748474_27748974	1	0	0	0
chr1_27754709_27755209	0	0	0	0
chr1_27757353_27757853	0	0	0	0
chr1_27762943_27763443	0	0	1	0
chr1_27816663_27817163	1	1	1	0
chr1_27848933_27849433	0	0	1	0
chr1_27851932_27852432	0	0	0	0
chr1_27882279_27882779	0	0	0	0
chr1_27883108_27883608	0	0	0	0
chr1_27894946_27895446	1	1	1	1
chr1_27904071_27904571	0	0	0	0
chr1_27930454_27930954	0	0	0	0
chr1_27935067_27935567	0	0	0	0
chr1_27944732_27945232	0	0	0	0
chr1_27959354_27959854	0	0	0	0
chr1_27970334_27970834	1	0	0	1
chr1_27986190_27986690	0	0	0	0
chr1_27989346_27989846	1	0	1	0
chr1_27995588_27996088	0	0	1	0
chr1_27998606_27999106	1	1	1	1
chr1_28046044_28046544	0	0	0	0
chr1_28052118_28052618	1	1	1	1
chr1_28099488_28099988	1	1	1	1
chr1_28157243_28157743	1	1	1	1
chr1_28176982_28177482	0	0	0	0
chr1_28184494_28184994	0	0	1	0
chr1_28195418_28195918	0	0	0	0
chr1_28198810_28199310	0	0	0	0
chr1_28212162_28212662	0	0	1	1
chr1_28213673_28214173	0	0	1	0
chr1_28217953_28218453	0	0	0	0
chr1_28240932_28241432	1	1	1	1
chr1_28258121_28258621	0	0	0	0
chr1_28266789_28267289	0	0	0	0
chr1_28286238_28286738	0	0	1	0
chr1_28306033_28306533	0	0	0	0
chr1_28318696_28319196	0	0	0	0
chr1_28414850_28415350	1	1	1	1
chr1_28437758_28438258	0	0	0	0
chr1_28439143_28439643	0	0	0	0
chr1_28453257_28453757	0	0	0	0
chr1_28465716_28466216	0	0	0	0
chr1_28495744_28496244	0	0	1	0
chr1_28501125_28501625	0	0	0	0
chr1_28525842_28526342	0	0	0	0
chr1_28535304_28535804	0	0	0	0
chr1_28559318_28559818	0	0	1	0
chr1_28562309_28562809	1	0	1	0
chr1_28572789_28573289	0	0	1	0
chr1_28573546_28574046	1	1	1	1
chr1_28585694_28586194	1	1	1	1
chr1_28629315_28629815	0	0	0	0
chr1_28655204_28655704	1	1	1	0
chr1_28686097_28686597	0	0	0	0
chr1_28696092_28696592	1	0	0	0
chr1_28776303_28776803	0	0	0	0
chr1_28832253_28832753	1	0	1	0
chr1_28844469_28844969	0	0	0	0
chr1_28879246_28879746	1	0	1	1
chr1_28907995_28908495	1	0	1	0
chr1_28961648_28962148	0	0	0	0
chr1_28967236_28967736	0	0	0	0
chr1_28969404_28969904	1	0	1	0
chr1_28974941_28975441	1	1	1	1
chr1_28995109_28995609	0	0	0	0
chr1_28996245_28996745	1	0	1	0
chr1_29063102_29063602	1	0	1	0
chr1_29101637_29102137	0	0	1	0
chr1_29111712_29112212	0	1	1	0
chr1_29132332_29132832	0	0	0	0
chr1_29141817_29142317	0	0	0	0
chr1_29211448_29211948	1	0	1	1
chr1_29213338_29213838	0	0	1	0
chr1_29240684_29241184	1	1	1	0
chr1_29253282_29253782	1	0	1	0
chr1_29352186_29352686	0	0	0	0
chr1_29447648_29448148	0	0	0	0
chr1_29492829_29493329	1	0	0	0
chr1_29507736_29508236	0	0	0	0
chr1_29508260_29508760	1	1	1	1
chr1_29529300_29529800	0	0	0	0
chr1_29557235_29557735	1	0	1	1
chr1_29562643_29563143	0	0	0	0
chr1_29582900_29583400	0	0	0	0
chr1_29609388_29609888	1	0	0	0
chr1_29675571_29676071	0	0	0	0
chr1_29779969_29780469	0	0	0	0
chr1_29811540_29812040	0	0	0	0
chr1_30104230_30104730	0	0	0	0
chr1_30161389_30161889	0	0	0	0
chr1_30179736_30180236	0	0	0	0
chr1_30308552_30309052	0	0	0	0
chr1_30321765_30322265	0	0	0	0
chr1_30365814_30366314	0	0	0	0
chr1_30485273_30485773	0	0	0	0
chr1_30662448_30662948	0	0	0	0
chr1_30663951_30664451	0	0	0	0
chr1_30852897_30853397	1	0	0	0
chr1_31190988_31191488	1	1	1	1
chr1_31191921_31192421	0	0	0	0
chr1_31206102_31206602	0	0	0	1
chr1_31216345_31216845	1	0	1	0
chr1_31222569_31223069	0	0	1	1
chr1_31229364_31229864	0	0	0	1
chr1_31230448_31230948	0	0	0	0
chr1_31231602_31232102	1	0	0	0
chr1_31252202_31252702	0	0	0	0
chr1_31255088_31255588	0	0	0	0
chr1_31274503_31275003	0	0	0	0
chr1_31297107_31297607	0	0	0	0
chr1_31326891_31327391	0	0	0	0
chr1_31424907_31425407	0	0	0	0
chr1_31538245_31538745	1	1	1	1
chr1_31627439_31627939	0	0	0	0
chr1_31628164_31628664	0	0	0	0
chr1_31635465_31635965	0	0	0	0
chr1_31643641_31644141	0	0	0	0
chr1_31769543_31770043	1	1	1	1
chr1_31867378_31867878	1	0	0	0
chr1_31895525_31896025	0	0	0	0
chr1_31949847_31950347	1	0	0	0
chr1_31956312_31956812	0	0	0	0
chr1_31971443_31971943	1	0	0	0
chr1_31989787_31990287	0	0	0	0
chr1_32014504_32015004	1	0	0	0
chr1_32029545_32030045	1	0	0	0
chr1_32059531_32060031	0	0	0	0
chr1_32070819_32071319	0	0	0	0
chr1_32083640_32084140	0	0	0	0
chr1_32110190_32110690	1	1	1	0
chr1_32129328_32129828	0	0	0	0
chr1_32204756_32205256	1	0	0	0
chr1_32211186_32211686	0	0	0	0
chr1_32216553_32217053	0	0	0	0
chr1_32226333_32226833	0	0	0	0
chr1_32228157_32228657	0	0	0	0
chr1_32229999_32230499	0	0	0	0
chr1_32253851_32254351	1	1	0	0
chr1_32254746_32255246	0	0	0	0
chr1_32281456_32281956	0	0	0	0
chr1_32292744_32293244	1	0	0	0
chr1_32314179_32314679	1	0	0	0
chr1_32334651_32335151	0	0	0	0
chr1_32345832_32346332	1	0	0	0
chr1_32354841_32355341	1	0	1	1
chr1_32367358_32367858	0	0	0	0
chr1_32388118_32388618	0	0	0	0
chr1_32394275_32394775	0	0	0	0
chr1_32403251_32403751	0	0	0	0
chr1_32403837_32404337	0	0	0	0
chr1_32405381_32405881	0	0	0	0
chr1_32409876_32410376	1	0	1	0
chr1_32421565_32422065	0	0	0	0
chr1_32423290_32423790	1	0	0	0
chr1_32429616_32430116	0	0	1	0
chr1_32447555_32448055	0	1	0	0
chr1_32469120_32469620	0	0	0	0
chr1_32479074_32479574	1	1	1	1
chr1_32503323_32503823	0	0	0	0
chr1_32531948_32532448	0	0	0	0
chr1_32538528_32539028	1	0	1	0
chr1_32573578_32574078	1	1	1	0
chr1_32645140_32645640	0	0	0	1
chr1_32665912_32666412	0	0	0	0
chr1_32666871_32667371	0	1	0	0
chr1_32670972_32671472	0	0	0	0
chr1_32681146_32681646	0	0	1	0
chr1_32687715_32688215	1	0	1	1
chr1_32705959_32706459	0	0	0	0
chr1_32715483_32715983	1	1	1	1
chr1_32729282_32729782	0	0	0	0
chr1_32739317_32739817	1	0	1	0
chr1_32757402_32757902	1	0	1	1
chr1_32787377_32787877	1	0	0	0
chr1_32800719_32801219	0	0	1	0
chr1_32801619_32802119	0	0	0	0
chr1_32805061_32805561	0	0	0	0
chr1_32816888_32817388	1	1	1	1
chr1_32837643_32838143	0	0	0	0
chr1_32851407_32851907	0	0	0	0
chr1_32859875_32860375	1	1	1	1
chr1_32879515_32880015	0	0	0	0
chr1_32913871_32914371	0	0	0	0
chr1_32948301_32948801	0	0	0	0
chr1_32986026_32986526	1	0	0	0
chr1_33024415_33024915	0	0	0	0
chr1_33028166_33028666	0	0	0	0
chr1_33043110_33043610	0	0	1	0
chr1_33077643_33078143	0	0	0	0
chr1_33088681_33089181	1	0	0	0
chr1_33089399_33089899	0	0	0	0
chr1_33116243_33116743	1	1	1	1
chr1_33164417_33164917	1	0	0	0
chr1_33177691_33178191	1	0	0	0
chr1_33182176_33182676	0	0	0	0
chr1_33190685_33191185	0	0	0	0
chr1_33219484_33219984	0	0	0	0
chr1_33252524_33253024	0	0	0	0
chr1_33266639_33267139	0	0	0	0
chr1_33282998_33283498	1	0	1	1
chr1_33342176_33342676	0	0	0	0
chr1_33352103_33352603	0	0	0	0
chr1_33408666_33409166	0	0	0	0
chr1_33429182_33429682	0	0	0	0
chr1_33430315_33430815	1	0	1	1
chr1_33446724_33447224	0	0	0	0
chr1_33475516_33476016	0	0	0	0
chr1_33502371_33502871	1	1	1	1
chr1_33511459_33511959	1	0	0	0
chr1_33515602_33516102	0	0	0	0
chr1_33521977_33522477	0	0	0	0
chr1_33546407_33546907	1	0	1	0
chr1_33554107_33554607	0	0	0	0
chr1_33565013_33565513	1	1	1	1
chr1_33592811_33593311	1	1	1	1
chr1_33593917_33594417	0	0	0	0
chr1_33618658_33619158	0	0	0	0
chr1_33646270_33646770	0	0	0	0
chr1_33647444_33647944	0	0	0	0
chr1_33684188_33684688	0	0	0	0
chr1_33703120_33703620	0	0	0	0
chr1_33721881_33722381	0	0	0	0
chr1_33760992_33761492	0	0	0	0
chr1_33814694_33815194	0	0	0	0
chr1_33815382_33815882	0	0	0	0
chr1_33815904_33816404	0	0	0	0
chr1_33833314_33833814	0	0	0	0
chr1_33896500_33897000	0	0	1	0
chr1_33921351_33921851	0	0	1	0
chr1_33937802_33938302	1	0	1	0
chr1_34021958_34022458	0	0	0	0
chr1_34078340_34078840	0	0	0	0
chr1_34098605_34099105	0	0	0	0
chr1_34245777_34246277	0	0	0	0
chr1_34456646_34457146	0	0	0	0
chr1_34551512_34552012	0	0	0	0
chr1_34577390_34577890	0	0	0	0
chr1_34622861_34623361	0	0	0	0
chr1_34819811_34820311	0	0	0	0
chr1_34908197_34908697	0	0	0	0
chr1_34944034_34944534	0	0	0	0
chr1_35009814_35010314	0	0	0	0
chr1_35149763_35150263	0	0	0	0
chr1_35251996_35252496	0	0	0	0
chr1_35318189_35318689	0	0	1	0
chr1_35324984_35325484	0	0	0	0
chr1_35331845_35332345	0	0	1	0
chr1_35392381_35392881	0	0	0	0
chr1_35394453_35394953	0	0	0	0
chr1_35450668_35451168	0	0	0	0
chr1_35496584_35497084	0	0	0	0
chr1_35497248_35497748	1	0	1	0
chr1_35526297_35526797	0	0	0	0
chr1_35544897_35545397	0	0	1	0
chr1_35649638_35650138	0	0	0	1
chr1_35657486_35657986	0	0	0	0
chr1_35658634_35659134	1	1	1	1
chr1_35667615_35668115	0	0	0	0
chr1_35686557_35687057	0	0	0	0
chr1_35733958_35734458	0	0	0	0
chr1_35751800_35752300	0	0	0	0
chr1_35764041_35764541	0	0	0	1
chr1_35852406_35852906	0	0	0	0
chr1_35899244_35899744	0	0	0	0
chr1_35916544_35917044	0	0	0	0
chr1_35965290_35965790	0	0	0	1
chr1_35971535_35972035	1	0	0	1
chr1_36003352_36003852	0	0	0	0
chr1_36004546_36005046	1	0	1	0
chr1_36010574_36011074	0	0	0	0
chr1_36022949_36023449	1	1	1	1
chr1_36029779_36030279	0	0	0	0
chr1_36034467_36034967	0	0	0	0
chr1_36043237_36043737	0	0	0	0
chr1_36073770_36074270	0	0	0	0
chr1_36106938_36107438	1	0	1	0
chr1_36132279_36132779	0	0	0	0
chr1_36167477_36167977	0	0	0	0
chr1_36173039_36173539	0	0	0	0
chr1_36181038_36181538	0	0	0	0
chr1_36192298_36192798	0	0	0	0
chr1_36235153_36235653	1	0	1	1
chr1_36257984_36258484	0	0	0	0
chr1_36348486_36348986	1	0	1	1
chr1_36359617_36360117	0	0	0	0
chr1_36395637_36396137	0	0	0	0
chr1_36396315_36396815	0	0	1	0
chr1_36462902_36463402	0	0	0	0
chr1_36554221_36554721	0	0	1	0
chr1_36565154_36565654	0	0	1	0
chr1_36591171_36591671	0	0	0	0
chr1_36614991_36615491	1	1	1	1
chr1_36621236_36621736	0	0	1	0
chr1_36622432_36622932	0	0	0	0
chr1_36626385_36626885	0	0	0	0
chr1_36653667_36654167	0	0	1	0
chr1_36676174_36676674	0	0	0	0
chr1_36689618_36690118	1	1	1	1
chr1_36750983_36751483	0	0	0	0
chr1_36765407_36765907	0	0	0	0
chr1_36771742_36772242	0	0	0	0
chr1_36772371_36772871	1	0	1	1
chr1_36816147_36816647	0	0	1	0
chr1_36825342_36825842	0	0	0	0
chr1_36831817_36832317	0	0	0	0
chr1_36834561_36835061	0	0	0	0
chr1_36840144_36840644	0	0	0	0
chr1_36851349_36851849	1	1	1	1
chr1_36851988_36852488	1	0	0	0
chr1_36863310_36863810	1	0	1	0
chr1_36877417_36877917	0	0	1	0
chr1_36886348_36886848	0	0	1	0
chr1_36915800_36916300	1	0	1	1
chr1_36929895_36930395	1	0	1	0
chr1_36952132_36952632	0	0	0	0
chr1_36981901_36982401	0	0	0	0
chr1_37116031_37116531	0	0	0	0
chr1_37130485_37130985	0	0	0	0
chr1_37181440_37181940	0	0	0	0
chr1_37197236_37197736	0	0	0	0
chr1_37208838_37209338	0	0	0	0
chr1_37263111_37263611	0	0	0	0
chr1_37306369_37306869	0	0	0	0
chr1_37562076_37562576	0	0	0	0
chr1_37920370_37920870	0	0	0	0
chr1_37924175_37924675	0	0	0	0
chr1_37939833_37940333	0	0	0	0
chr1_37942750_37943250	0	0	1	0
chr1_37945187_37945687	0	0	0	0
chr1_37980175_37980675	1	0	1	0
chr1_38019681_38020181	0	0	1	0
chr1_38061202_38061702	1	1	1	1
chr1_38068681_38069181	0	0	0	0
chr1_38100181_38100681	0	0	0	0
chr1_38114990_38115490	0	0	0	0
chr1_38139479_38139979	1	0	1	0
chr1_38147939_38148439	0	0	0	0
chr1_38156099_38156599	0	0	1	0
chr1_38157792_38158292	1	1	1	1
chr1_38218359_38218859	0	0	0	0
chr1_38219572_38220072	0	0	0	0
chr1_38259518_38260018	0	0	0	0
chr1_38273631_38274131	0	0	1	0
chr1_38276686_38277186	0	0	0	0
chr1_38311419_38311919	0	0	0	0
chr1_38325111_38325611	1	1	1	1
chr1_38325685_38326185	1	0	1	0
chr1_38341501_38342001	0	0	0	0
chr1_38353974_38354474	1	0	0	0
chr1_38397319_38397819	1	1	1	1
chr1_38455580_38456080	1	1	1	0
chr1_38471110_38471610	0	0	0	0
chr1_38474977_38475477	0	0	0	0
chr1_38478061_38478561	1	1	1	1
chr1_38484436_38484936	0	0	0	0
chr1_38495599_38496099	0	0	0	0
chr1_38505950_38506450	0	0	0	0
chr1_38512316_38512816	0	1	0	0
chr1_38518706_38519206	0	0	0	0
chr1_38541327_38541827	0	0	0	0
chr1_38601542_38602042	0	0	1	0
chr1_38666450_38666950	0	1	0	0
chr1_38940873_38941373	0	0	0	0
chr1_39025099_39025599	0	0	1	0
chr1_39161298_39161798	0	0	0	0
chr1_39300870_39301370	0	0	0	0
chr1_39325247_39325747	1	1	1	1
chr1_39338910_39339410	1	0	1	1
chr1_39443326_39443826	0	0	0	0
chr1_39456640_39457140	0	0	1	0
chr1_39463062_39463562	0	0	0	0
chr1_39470141_39470641	0	0	0	0
chr1_39491978_39492478	1	0	1	1
chr1_39499853_39500353	0	0	0	0
chr1_39564215_39564715	1	0	0	0
chr1_39568143_39568643	0	0	0	0
chr1_39570801_39571301	0	0	0	0
chr1_39649468_39649968	1	1	1	1
chr1_39657475_39657975	1	0	1	0
chr1_39662487_39662987	0	0	0	0
chr1_39670765_39671265	0	0	1	0
chr1_39681181_39681681	0	0	0	0
chr1_39724219_39724719	0	0	0	0
chr1_39733885_39734385	0	0	0	0
chr1_39794032_39794532	0	0	0	0
chr1_39874367_39874867	1	1	1	0
chr1_39876470_39876970	0	0	0	0
chr1_39956971_39957471	0	0	0	0
chr1_39974730_39975230	0	0	0	0
chr1_40006361_40006861	0	0	0	0
chr1_40024999_40025499	1	0	1	0
chr1_40040709_40041209	0	0	0	0
chr1_40042405_40042905	0	0	1	0
chr1_40075226_40075726	0	0	0	0
chr1_40097414_40097914	0	0	0	0
chr1_40119136_40119636	0	0	0	0
chr1_40123599_40124099	0	0	0	0
chr1_40157043_40157543	0	0	1	1
chr1_40204260_40204760	0	1	1	0
chr1_40265055_40265555	1	0	1	0
chr1_40282888_40283388	0	0	0	0
chr1_40311199_40311699	1	0	1	0
chr1_40348982_40349482	0	0	1	0
chr1_40367679_40368179	1	0	0	1
chr1_40385108_40385608	0	0	0	0
chr1_40420481_40420981	0	0	0	0
chr1_40426221_40426721	0	0	0	0
chr1_40439064_40439564	0	0	0	0
chr1_40461567_40462067	0	0	0	0
chr1_40479755_40480255	0	0	1	0
chr1_40505984_40506484	1	1	1	1
chr1_40539335_40539835	1	0	0	0
chr1_40544095_40544595	0	0	0	0
chr1_40547408_40547908	0	0	0	0
chr1_40562703_40563203	1	0	1	0
chr1_40618681_40619181	0	0	0	0
chr1_40626889_40627389	1	0	1	1
chr1_40648428_40648928	0	0	0	0
chr1_40672032_40672532	0	0	0	0
chr1_40697972_40698472	1	0	0	0
chr1_40707398_40707898	0	1	1	0
chr1_40723334_40723834	1	0	1	1
chr1_40780888_40781388	0	0	1	0
chr1_40782177_40782677	0	0	0	0
chr1_40804290_40804790	0	0	1	0
chr1_40810167_40810667	0	0	0	0
chr1_40817780_40818280	0	0	0	0
chr1_40839077_40839577	0	0	1	1
chr1_40840180_40840680	0	0	1	0
chr1_40851339_40851839	0	1	1	1
chr1_40860383_40860883	0	0	1	0
chr1_40870236_40870736	0	0	1	0
chr1_40915612_40916112	0	0	0	0
chr1_40942702_40943202	0	0	0	0
chr1_40974141_40974641	0	0	1	0
chr1_40996973_40997473	0	0	0	0
chr1_41007346_41007846	0	0	0	0
chr1_41057793_41058293	0	0	0	0
chr1_41077893_41078393	0	0	0	0
chr1_41095145_41095645	0	0	0	0
chr1_41131168_41131668	0	1	1	0
chr1_41134462_41134962	0	0	0	0
chr1_41156989_41157489	1	1	1	1
chr1_41157570_41158070	0	1	1	0
chr1_41174518_41175018	0	1	1	1
chr1_41261028_41261528	0	0	0	0
chr1_41267990_41268490	0	0	1	1
chr1_41284097_41284597	0	0	0	0
chr1_41310762_41311262	0	0	0	0
chr1_41315589_41316089	0	0	1	0
chr1_41328020_41328520	1	1	1	1
chr1_41418065_41418565	0	0	0	0
chr1_41445251_41445751	0	1	1	0
chr1_41469260_41469760	1	0	1	0
chr1_41480351_41480851	0	0	0	0
chr1_41588800_41589300	0	0	0	0
chr1_41707510_41708010	0	0	0	0
chr1_41771465_41771965	0	0	0	0
chr1_41779215_41779715	0	0	0	0
chr1_41826528_41827028	1	0	1	1
chr1_41832009_41832509	0	0	0	0
chr1_41847628_41848128	0	0	0	0
chr1_41849101_41849601	0	0	0	0
chr1_41860374_41860874	0	0	0	0
chr1_41882697_41883197	0	0	0	0
chr1_41898457_41898957	0	0	0	0
chr1_41991485_41991985	0	0	0	0
chr1_42013430_42013930	0	0	0	0
chr1_42039685_42040185	1	0	0	0
chr1_42127865_42128365	0	0	0	0
chr1_42139180_42139680	1	0	0	0
chr1_42144217_42144717	0	0	0	0
chr1_42149620_42150120	0	0	0	0
chr1_42192779_42193279	0	0	1	0
chr1_42204669_42205169	0	0	0	0
chr1_42216931_42217431	0	0	1	0
chr1_42220064_42220564	0	0	0	0
chr1_42333970_42334470	1	0	0	0
chr1_42341173_42341673	0	0	0	0
chr1_42357071_42357571	1	0	1	1
chr1_42363760_42364260	0	0	0	0
chr1_42385469_42385969	1	0	1	0
chr1_42501303_42501803	0	1	1	1
chr1_42623333_42623833	0	0	0	0
chr1_42706669_42707169	1	0	0	0
chr1_42724988_42725488	1	0	0	0
chr1_42763999_42764499	0	0	0	0
chr1_42780066_42780566	0	0	0	0
chr1_42785692_42786192	1	0	0	0
chr1_42800625_42801125	0	1	1	0
chr1_42815413_42815913	0	0	0	0
chr1_42846337_42846837	0	0	0	0
chr1_42921922_42922422	0	1	1	1
chr1_42928652_42929152	1	1	1	1
chr1_43123628_43124128	1	1	1	1
chr1_43147740_43148240	1	1	1	1
chr1_43171908_43172408	0	0	0	0
chr1_43212727_43213227	0	0	0	0
chr1_43232652_43233152	1	1	1	1
chr1_43262921_43263421	0	0	0	0
chr1_43282517_43283017	1	0	1	0
chr1_43311974_43312474	1	1	1	1
chr1_43378924_43379424	0	0	0	0
chr1_43388546_43389046	0	0	0	0
chr1_43389934_43390434	0	1	1	0
chr1_43396742_43397242	1	0	1	0
chr1_43397470_43397970	0	0	1	0
chr1_43418081_43418581	0	0	0	0
chr1_43423673_43424173	0	0	0	0
chr1_43424357_43424857	1	1	1	1
chr1_43502515_43503015	0	0	0	0
chr1_43539251_43539751	0	0	0	0
chr1_43637915_43638415	0	0	1	0
chr1_43692850_43693350	0	0	0	0
chr1_43739989_43740489	0	0	0	0
chr1_43772295_43772795	0	0	0	0
chr1_43814934_43815434	0	1	0	1
chr1_43824277_43824777	1	1	1	1
chr1_43833475_43833975	0	0	0	0
chr1_43855270_43855770	0	0	0	0
chr1_43880264_43880764	0	0	0	0
chr1_43919365_43919865	0	0	0	0
chr1_43920094_43920594	0	1	1	0
chr1_44020092_44020592	0	0	0	0
chr1_44115626_44116126	1	1	1	1
chr1_44164957_44165457	0	0	0	0
chr1_44172835_44173335	1	0	1	0
chr1_44207191_44207691	0	0	0	0
chr1_44255555_44256055	0	0	0	0
chr1_44302068_44302568	1	0	0	0
chr1_44319025_44319525	0	0	0	0
chr1_44385506_44386006	0	0	0	0
chr1_44400369_44400869	0	0	0	0
chr1_44412185_44412685	1	0	1	0
chr1_44428689_44429189	0	0	0	0
chr1_44435348_44435848	1	1	1	1
chr1_44440191_44440691	0	0	1	0
chr1_44441130_44441630	0	0	0	0
chr1_44457270_44457770	0	0	1	0
